Mod:Item:MetaData, Localized Name
minecraft:potion:16451, Взрывное Зелье огнестойкости
minecraft:potion:8196, Зелье отравления
minecraft:potion:8228, Зелье отравления
minecraft:potion:8260, Зелье отравления
minecraft:potion:16388, Взрывное Зелье отравления
minecraft:potion:16420, Взрывное Зелье отравления
minecraft:potion:16452, Взрывное Зелье отравления
minecraft:potion:8261, Лечебное зелье
minecraft:potion:8229, Лечебное зелье
minecraft:potion:16453, Взрывное Лечебное зелье
minecraft:potion:16421, Взрывное Лечебное зелье
minecraft:potion:8230, Зелье ночного зрения
minecraft:potion:8262, Зелье ночного зрения
minecraft:potion:16422, Взрывное Зелье ночного зрения
minecraft:potion:16454, Взрывное Зелье ночного зрения
minecraft:potion:8232, Зелье слабости
minecraft:potion:8264, Зелье слабости
minecraft:potion:16424, Взрывное Зелье слабости
minecraft:potion:16456, Взрывное Зелье слабости
minecraft:potion:8201, Зелье силы
minecraft:potion:8233, Зелье силы
minecraft:potion:8265, Зелье силы
minecraft:potion:16393, Взрывное Зелье силы
minecraft:potion:16425, Взрывное Зелье силы
minecraft:potion:16457, Взрывное Зелье силы
minecraft:potion:8234, Зелье замедления
minecraft:potion:8266, Зелье замедления
minecraft:potion:16426, Взрывное Зелье замедления
minecraft:potion:16458, Взрывное Зелье замедления
minecraft:potion:8268, Зелье вреда
minecraft:potion:8236, Зелье вреда
minecraft:potion:16460, Взрывное Зелье вреда
minecraft:potion:16428, Взрывное Зелье вреда
minecraft:potion:8237, Зелье подводного дыхания
minecraft:potion:8269, Зелье подводного дыхания
minecraft:potion:16429, Взрывное Зелье подводного дыхания
minecraft:potion:16461, Взрывное Зелье подводного дыхания
minecraft:potion:8238, Зелье невидимости
minecraft:potion:8270, Зелье невидимости
minecraft:potion:16430, Взрывное Зелье невидимости
minecraft:potion:16462, Взрывное Зелье невидимости
minecraft:glass_bottle, Пузырёк
minecraft:spider_eye, Паучий глаз
minecraft:fermented_spider_eye, Маринованный паучий глаз
minecraft:blaze_powder, Огненный порошок
minecraft:magma_cream, Сгусток магмы
minecraft:brewing_stand, Варочная стойка
minecraft:cauldron, Котёл
minecraft:ender_eye, Око Эндера
minecraft:speckled_melon, Сверкающий арбуз
minecraft:spawn_egg:50, Призвать существо - Крипер
minecraft:spawn_egg:51, Призвать существо - Скелет
minecraft:spawn_egg:52, Призвать существо - Паук
minecraft:spawn_egg:54, Призвать существо - Зомби
minecraft:spawn_egg:55, Призвать существо - Слизень
minecraft:spawn_egg:56, Призвать существо - Гаст
minecraft:spawn_egg:57, Призвать существо - Свинозомби
minecraft:spawn_egg:58, Призвать существо - Эндермен
minecraft:spawn_egg:59, Призвать существо - Пещерный паук
minecraft:spawn_egg:60, Призвать существо - Чешуйница
minecraft:spawn_egg:61, Призвать существо - Ифрит
minecraft:spawn_egg:62, Призвать существо - Адский слизень
minecraft:spawn_egg:65, Призвать существо - Летучая мышь
minecraft:spawn_egg:66, Призвать существо - Ведьма
minecraft:spawn_egg:90, Призвать существо - Свинья
minecraft:spawn_egg:91, Призвать существо - Овца
minecraft:spawn_egg:92, Призвать существо - Корова
minecraft:spawn_egg:93, Призвать существо - Курица
minecraft:spawn_egg:94, Призвать существо - Спрут
minecraft:spawn_egg:95, Призвать существо - Волк
minecraft:spawn_egg:96, Призвать существо - Мууухомор
minecraft:spawn_egg:98, Призвать существо - Оцелот
minecraft:spawn_egg:100, Призвать существо - Лошадь
minecraft:spawn_egg:120, Призвать существо - Житель
minecraft:spawn_egg:3, Призвать существо - Ядерный крипер
minecraft:spawn_egg:4, Призвать существо - Заражённый порчей крипер
minecraft:spawn_egg:5, Призвать существо - Фосгеновый крипер
minecraft:spawn_egg:6, Призвать существо - Возгораемый крипер
minecraft:spawn_egg:7, Призвать существо - Золотой крипер
minecraft:spawn_egg:23, Призвать существо - Вертолёт-охотник
minecraft:spawn_egg:24, Призвать существо - Киберкраб
minecraft:spawn_egg:25, Призвать существо - Теслакраб
minecraft:spawn_egg:26, Призвать существо - Заражённый порчей теслакраб
minecraft:spawn_egg:27, Призвать существо - Маскмен
minecraft:spawn_egg:28, Призвать существо - Утка
minecraft:spawn_egg:29, Призвать существо - Крякос Старший
minecraft:spawn_egg:30, Призвать существо - Голубь
minecraft:spawn_egg:31, Призвать существо - Агент ФБР
minecraft:spawn_egg:32, Призвать существо - Дрон ФБР
minecraft:spawn_egg:33, Призвать существо - Элементаль Расплавления
minecraft:spawn_egg:34, Призвать существо - entity.entity_meme_zombie.name
minecraft:spawn_egg:35, Призвать существо - entity.entity_meme_skeleton.name
minecraft:spawn_egg:36, Призвать существо - entity.entity_meme_ufo.name
minecraft:spawn_egg:37, Призвать существо - entity.entity_meme_craft.name
minecraft:spawn_egg:38, Призвать существо - Глифид
minecraft:spawn_egg:39, Призвать существо - Глифид-солдат
minecraft:spawn_egg:67, Призвать существо - Глифид-страж
minecraft:spawn_egg:68, Призвать существо - Бренда
minecraft:spawn_egg:69, Призвать существо - Глифид-бомбардир
minecraft:spawn_egg:70, Призвать существо - Глифид-стрелок
minecraft:spawn_egg:71, Призвать существо - Глифид-скаут
minecraft:spawn_egg:72, Призвать существо - Чмяк
minecraft:spawn_egg:73, Призвать существо - Глифид-копатель
minecraft:spawn_egg:74, Призвать существо - Пластиковый пакетик
minecraft:spawn_egg:75, Призвать существо - Паразитическая личинка
minecraft:experience_bottle, Пузырёк опыта
minecraft:fire_charge, Огненный шар
minecraft:writable_book, Книга и перо
minecraft:written_book, Завершенная книга
minecraft:emerald, Изумруд
minecraft:item_frame, Рамка
minecraft:flower_pot, Цветочный горшок
minecraft:carrot, Морковь
minecraft:potato, Картофель
minecraft:baked_potato, Печёный картофель
minecraft:poisonous_potato, Ядовитый картофель
minecraft:map, Чистая карта
minecraft:golden_carrot, Золотая морковь
minecraft:skull:0, Череп
minecraft:skull:1, Череп Скелета-Иссушителя
minecraft:skull:2, Голова зомби
minecraft:skull:3, Голова
minecraft:skull:4, Голова крипера
minecraft:carrot_on_a_stick, Удочка с морковью
minecraft:nether_star, Адская звезда
minecraft:pumpkin_pie, Тыквенный пирог
minecraft:fireworks, Фейерверк
minecraft:firework_charge, Звёздочка
minecraft:enchanted_book, Зачарованная книга
minecraft:comparator, Компаратор
